Data;Servico;Midia;Tipo;competencia;Agencia;NF;Subcontratado;NF; Bruto PI ; Bruto PUP ; Comisao/B. Calculo ; IR ; ISS ; Liquido ;PP;Data Pagt;RPP;RPNP;local;Data;Relatorio;Campanha;situacao;
22/09/2017;veiculacao;Internet;Alternativo;ago/17;Binder;1374;Site oscabecasdanoticia.com;96;;2.604,59;411,25;6,17;20,56;2.577,86;900;16/11/2017; nao ; nao ; coorfin ;29/09/2017;762;IPTU AGOSTO;pago;
19/09/2017;veiculacao;Alternativa;normal;abr/17;Binder;1253;Look Indoor;2468;;28.407,37;4.485,37;67,28;224,27;28.115,82;901;16/11/2017; nao ; nao ; coorfin ;29/09/2017;763;Dicas Economia agua - Abril;pago;
19/09/2017;veiculacao;Internet;normal;jun/17;Binder;1357;Site vevo.com;1447;;9.505,32;1.500,84;22,51;75,04;9.407,77;902;16/11/2017; nao ; nao ; coorfin ;29/09/2017;764;Dicas Economia agua - Junho;pago;
06/09/2017;veiculacao;TV;normal;ago/17;Propeg;33967;GNT;90117398;5.073,48;;801,08;12,02;40,05;5.021,41;917;16/11/2017; nao ; nao ; coorfin ;04/10/2017;765;Crianáa Candanga Agosto;pago;
06/09/2017;veiculacao;TV;normal;ago/17;Propeg;33968;Sportv;90117434;18.798,60;;2.968,20;44,52;148,41;18.605,67;917;16/11/2017; nao ; nao ; coorfin ;04/10/2017;765;Crianáa Candanga Agosto;pago;
06/09/2017;veiculacao;TV;normal;ago/17;Propeg;33969;Viva ;90117399;6.019,20;;950,4;14,26;47,52;5.957,42;917;16/11/2017; nao ; nao ; coorfin ;04/10/2017;765;Crianáa Candanga Agosto;pago;
13/09/2017;veiculacao;TV;normal;ago/17;Propeg;33995;Globo News;24697;12.978,90;;2.049,30;30,74;102,47;12.845,70;917;16/11/2017; nao ; nao ; coorfin ;04/10/2017;765;Crianáa Candanga Agosto;pago;
13/09/2017;veiculacao;TV;normal;ago/17;Propeg;34002;Multishow;90117549;5.928,00;;936;14,04;46,8;5.867,16;917;16/11/2017; nao ; nao ; coorfin ;04/10/2017;765;Crianáa Candanga Agosto;pago;
13/09/2017;veiculacao;TV;normal;ago/17;Propeg;33992;Globo;5489;258.922,50;;40.882,50;613,24;2.044,13;256.265,14;917;16/11/2017; nao ; nao ; coorfin ;04/10/2017;765;Crianáa Candanga Agosto;pago;
05/09/2017;veiculacao;TV;normal;ago/17;Propeg;33847;Record;29639;101.160,43;;15.972,70;239,59;798,64;100.122,20;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
05/09/2017;veiculacao;TV;normal;ago/17;Propeg;33848;SBT;36605;81.450,63;;12.860,63;192,91;643,03;80.614,69;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
14/09/2017;veiculacao;TV;normal;ago/17;Propeg;33855;Bandeirantes;26398;17.300,93;;2.731,73;40,98;136,59;17.123,37;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
14/09/2017;veiculacao;TV;normal;ago/17;Propeg;33856;Brasil;2059;1.802,34;;284,58;4,27;14,23;1.783,84;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
18/09/2017;veiculacao;TV;normal;ago/17;Propeg;34034;Gànesis;1153;10.077,41;;1.591,17;23,87;79,56;9.973,98;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
22/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;33922;Site notibras.com;405;4.129,84;;652,08;9,78;32,6;4.087,45;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
22/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;33990;Site congressoemfoco.com.br;300;7.110,18;;1.122,66;16,84;56,13;7.037,21;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;Internet;normal;ago/17;Propeg;34232;Site mediaresponse.com.br;5918;34.200,00;;5.400,00;81;270;33.849,00;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34274;Destak;3496;48.307,07;;7.627,43;114,41;381,37;47.811,29;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34275;Metro;85454;50.113,45;;7.912,65;118,69;395,63;49.599,13;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34288;Alì Bras°lia;2870;36.427,10;;5.751,64;86,27;287,58;36.053,24;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;Internet;normal;ago/17;Propeg;34179;Site brasil247.com;1886;7.303,07;;1.153,12;17,3;57,66;7.228,12;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;TV;normal;ago/17;Propeg;34225;Boa Vontade;1498;9.188,88;;1.450,88;21,76;72,54;9.094,57;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34270;de Bras°lia;102114;36.665,61;;5.789,31;86,84;289,47;36.289,30;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34271;Na Hora H;102195;31.666,64;;5.000,00;75;250;31.341,64;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34273;Correio Braziliense;92527;128.061,10;;20.220,17;303,3;1.011,01;126.746,79;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34272;Aqui DF;92552;57.655,50;;9.103,50;136,55;455,18;57.063,77;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
28/09/2017;veiculacao;Internet;normal;ago/17;Propeg;33991;Site metropoles.com;138;7.182,00;;1.134,00;17,01;56,7;7.108,29;918;16/11/2017; nao ; nao ; coorfin ;04/10/2017;766;Crianáa Candanga Agosto;pago;
28/08/2017;producao;Filme;normal;jul/17;Propeg;33714;Head Producao;119;239.714,46;;239.714,46;3.595,72; -   ;236.118,74;919;16/11/2017; nao ; nao ; coorfin ;04/10/2017;767;Crianáa Candanga Agosto;pago;
30/08/2017;producao;Spot;normal;ago/17;Propeg;33720;Dahouse audio;989;10.400,00;;10.400,00; -   ;520;9.880,00;919;16/11/2017; nao ; nao ; coorfin ;04/10/2017;767;Crianáa Candanga Agosto;pago;
30/08/2017;producao;Spot;normal;ago/17;Propeg;33721;Dahouse audio;988;8.582,50;;8.582,50; -   ;429,13;8.153,38;919;16/11/2017; nao ; nao ; coorfin ;04/10/2017;767;Crianáa Candanga Agosto;pago;
01/09/2017;producao;Foto;normal;ago/17;Propeg;33792;Magneto Serviáos;163;12.300,00;;12.300,00; -   ;615;11.685,00;919;16/11/2017; nao ; nao ; coorfin ;04/10/2017;767;Crianáa Candanga Agosto;pago;
14/09/2017;producao;Banner;normal;ago/17;Propeg;33841;GS Sim‰es Serviáos;70;8.780,00;;8.780,00; -   ;439;8.341,00;919;16/11/2017; nao ; nao ; coorfin ;04/10/2017;767;Crianáa Candanga Agosto;pago;
26/09/2017;veiculacao;TV;normal;set/17;Propeg;34448;Globo;5522;381.474,40;;60.232,80;903,49;3.011,64;377.559,27;920;27/11/2017; nao ; nao ; coorfin ;04/10/2017;768;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;TV;normal;set/17;Propeg;34222;Bras°lia;8881;6.470,64;;1.021,68;15,33;51,08;6.404,23;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;TV;normal;set/17;Propeg;34226;Boa Vontade;1504;18.377,75;;2.901,75;43,53;145,09;18.189,14;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;TV;normal;set/17;Propeg;34227;SBT;36665;114.072,39;;18.011,43;270,17;900,57;112.901,65;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;TV;normal;set/17;Propeg;34228;Bandeirantes;26480;22.643,73;;3.575,33;53,63;178,77;22.411,33;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;TV;normal;set/17;Propeg;34231;Record;29737;144.273,73;;22.780,07;341,7;1.139,00;142.793,03;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;Jornal;normal;set/17;Propeg;34292;Metro;85665;50.113,45;;7.912,65;118,69;395,63;49.599,13;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;TV;normal;set/17;Propeg;34449;SBT;36666;24.329,60;;3.841,52;57,62;192,08;24.079,90;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;TV;normal;set/17;Propeg;34221;Bras°lia;8880;12.468,10;;1.968,64;29,53;98,43;12.340,14;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;Jornal;normal;set/17;Propeg;34281;Destak;3504;48.307,07;;7.627,43;114,41;381,37;47.811,29;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;Jornal;normal;set/17;Propeg;34282;de Bras°lia;102535;36.665,61;;5.789,31;86,84;289,47;36.289,30;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;Jornal;normal;set/17;Propeg;34284;de Bras°lia;102486;36.665,61;;5.789,31;86,84;289,47;36.289,30;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;Jornal;normal;set/17;Propeg;34290;Alì Bras°lia;2878;36.427,10;;5.751,64;86,27;287,58;36.053,24;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;Jornal;normal;set/17;Propeg;34287;Correio Braziliense;93162;76.967,67;;12.152,79;182,29;607,64;76.177,74;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;Jornal;normal;set/17;Propeg;34286;Aqui DF;93163;28.827,75;;4.551,75;68,28;227,59;28.531,89;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;veiculacao;Jornal;normal;set/17;Propeg;34285;Correio Braziliense;93165;51.093,43;;8.067,38;121,01;403,37;50.569,05;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
29/09/2017;veiculacao;TV;normal;set/17;Propeg;34465;Bandeirantes;26481;8.718,15;;1.376,55;20,65;68,83;8.628,67;921;27/11/2017; nao ; nao ; coorfin ;04/10/2017;769;Reorganizacao Iprev;pago;
26/09/2017;producao;Filme;normal;ago/17;Propeg;34209;F2 Filmes;49;65.200,00;; -   ; -   ; -   ;65.200,00;922;27/11/2017; nao ; nao ; coorfin ;04/10/2017;770;Reorganizacao Iprev;pago;
26/09/2017;producao;C¢pia VT;normal;ago/17;Propeg;34210;F2 Filmes;50;1.300,00;;1.300,00; -   ;65;1.235,00;922;27/11/2017; nao ; nao ; coorfin ;04/10/2017;770;Reorganizacao Iprev;pago;
26/09/2017;producao;Entrega Digital;normal;ago/17;Propeg;34211;Globo Comunicacao;145588;230;;230;3,45;11,5;215,05;922;27/11/2017; nao ; nao ; coorfin ;04/10/2017;770;Reorganizacao Iprev;pago;
18/09/2017;producao;Entrega Digital;normal;ago/17;Propeg;33880;Globo Comunicacao;144664;230;;230;3,45;11,5;215,05;923;27/11/2017; nao ; nao ; coorfin ;04/10/2017;771;Crianáa Candanga Agosto;pago;
11/09/2017;producao;Entrega Digital;normal;ago/17;Binder;1264;Globo Comunicacao;144369;230;;230;3,45;11,5;215,05;924;27/11/2017; nao ; nao ; coorfin ;04/10/2017;772;Relatos Agosto;pago;
11/09/2017;producao;Entrega Digital;normal;ago/17;Binder;1265;Globo Comunicacao;144368;230;;230;3,45;11,5;215,05;924;27/11/2017; nao ; nao ; coorfin ;04/10/2017;772;Relatos Agosto;pago;
22/09/2017;veiculacao;TV;normal;ago/17;Binder;1380;SBT;36643;62.875,84;;9.927,77;148,92;496,39;62.230,53;925;27/11/2017; nao ; nao ; coorfin ;04/10/2017;773;Relatos Agosto;pago;
22/09/2017;veiculacao;TV;normal;ago/17;Binder;1381;Bras°lia;8874;30.888,53;;4.877,14;73,16;243,86;30.571,52;925;27/11/2017; nao ; nao ; coorfin ;04/10/2017;773;Relatos Agosto;pago;
22/09/2017;veiculacao;TV;normal;ago/17;Binder;1382;Record;29678;98.482,10;;15.549,80;233,25;777,49;97.471,36;925;27/11/2017; nao ; nao ; coorfin ;04/10/2017;773;Relatos Agosto;pago;
22/09/2017;veiculacao;TV;normal;ago/17;Binder;1349;Cancao Nova;636;16.739,38;;2.643,06;39,65;132,15;16.567,58;925;27/11/2017; nao ; nao ; coorfin ;04/10/2017;773;Relatos Agosto;pago;
26/09/2017;veiculacao;TV;normal;ago/17;Binder;1408;Boa Vontade;1497;11.026,65;;1.741,05;26,12;87,05;10.913,48;925;27/11/2017; nao ; nao ; coorfin ;04/10/2017;773;Relatos Agosto;pago;
22/08/2017;veiculacao;Jornal;normal;jun/17;Desigual;299;Correio Braziliense;90133;12.439,68;;1.964,16;29,46;98,21;12.312,01;926;27/11/2017; nao ; nao ; coorfin ;04/10/2017;774;Publicidade Legal;pago;
22/08/2017;veiculacao;Jornal;normal;jun/17;Desigual;336;Correio Braziliense;90351;6.922,08;;1.092,96;16,39;54,65;6.851,04;926;27/11/2017; nao ; nao ; coorfin ;04/10/2017;774;Publicidade Legal;pago;
22/08/2017;veiculacao;Jornal;normal;jun/17;Desigual;293;de Bras°lia;100435;2.069,10;;326,7;4,9;16,34;2.047,86;926;27/11/2017; nao ; nao ; coorfin ;04/10/2017;774;Publicidade Legal;pago;
22/08/2017;veiculacao;Jornal;normal;jun/17;Desigual;304;de Bras°lia;100467;3.034,68;;479,16;7,19;23,96;3.003,53;926;27/11/2017; nao ; nao ; coorfin ;04/10/2017;774;Publicidade Legal;pago;
22/08/2017;veiculacao;Jornal;normal;jun/17;Desigual;309;de Bras°lia;100506;965,58;;152,46;2,29;7,62;955,67;926;27/11/2017; nao ; nao ; coorfin ;04/10/2017;774;Publicidade Legal;pago;
22/08/2017;veiculacao;Jornal;normal;jun/17;Desigual;294;de Bras°lia;100432;1.379,40;;217,8;3,27;10,89;1.365,24;926;27/11/2017; nao ; nao ; coorfin ;04/10/2017;774;Publicidade Legal;pago;
22/08/2017;veiculacao;Jornal;normal;jun/17;Desigual;308;de Bras°lia;100672;9.563,84;;1.510,08;22,65;75,5;9.465,68;926;27/11/2017; nao ; nao ; coorfin ;04/10/2017;774;Publicidade Legal;pago;
22/08/2017;veiculacao;Jornal;normal;jun/17;Desigual;311;de Bras°lia;100571;1.655,28;;261,36;3,92;13,07;1.638,29;926;27/11/2017; nao ; nao ; coorfin ;04/10/2017;774;Publicidade Legal;pago;
29/09/2017;veiculacao;Jornal;Alternativo;ago/17;Binder;1419;Central Brasil;178;;5.928,00;936;14,04;46,8;5.867,16;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;ago/17;Binder;1420;Voz da Cidade;66;;5.928,00;936;14,04;46,8;5.867,16;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;ago/17;Binder;1421;Folha de aguas Claras;573;;8.892,00;1.404,00;21,06;70,2;8.800,74;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Radio;normal;ago/17;Binder;1422;Redentor Am;183;;5.985,00;945;14,18;47,25;5.923,58;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Radio;normal;ago/17;Binder;1424;OK Fm;2/001;;11.521,12;1.819,12;27,29;90,96;11.402,88;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;set/17;Binder;1425;Viver Sports;81;;5.928,00;936;14,04;46,8;5.867,16;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Internet;normal;set/17;Binder;1426;Site brasil247.com;1908;;5.682,33;897,21;13,46;44,86;5.624,01;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;set/17;Binder;1427;Folha de aguas Claras;590;;8.892,00;1.404,00;21,06;70,2;8.800,74;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;set/17;Binder;1428;Bras°lia Capital;695;;8.892,00;1.404,00;21,06;70,2;8.800,74;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;set/17;Binder;1429;Voz da Cidade;69;;5.928,00;936;14,04;46,8;5.867,16;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Internet;Alternativo;set/17;Binder;1430;Site diariodopoder.com.br;139;;12.825,00;2.025,00;30,38;101,25;12.693,38;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;set/17;Binder;1431;A Folha da Samambaia;1777;;8.892,00;1.404,00;21,06;70,2;8.800,74;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Internet;Alternativo;set/17;Binder;1432;Site notibras.com;414;;6.840,00;1.080,00;16,2;54;6.769,80;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Internet;normal;set/17;Binder;1433;Site jornaldebrasilia.com.br;102807;;4.274,96;674,99;10,12;33,75;4.231,09;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Internet;normal;set/17;Binder;1434;Site jornaldebrasilia.com.br;102806;;7.481,25;1.181,25;17,72;59,06;7.404,47;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;TV;normal;ago/17;Binder;1435;AXN;17/09/78100003-1;;4.432,32;699,84;10,5;34,99;4.386,83;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;TV;normal;ago/17;Binder;1437;Nickelodeon;17/09/78100002-7;;2.462,40;388,8;5,83;19,44;2.437,13;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;TV;normal;ago/17;Binder;1439;Bandeirantes;26464;;17.436,30;2.753,10;41,3;137,66;17.257,35;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;TV;normal;ago/17;Binder;1440;Bras°lia;8876;;24.936,21;3.937,30;59,06;196,87;24.680,29;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;ago/17;Binder;1442;Bras°lia Capital;688;;8.892,00;1.404,00;21,06;70,2;8.800,74;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;ago/17;Binder;1443;DF Not°cias;563;;8.892,00;1.404,00;21,06;70,2;8.800,74;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Internet;Alternativo;set/17;Binder;1444;Site congressoemfoco.com.br;311;;7.660,80;1.209,60;18,14;60,48;7.582,18;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
29/09/2017;veiculacao;Jornal;Alternativo;ago/17;Binder;1446;Viver Sports;77;;5.928,00;936;14,04;46,8;5.867,16;927;27/11/2017; nao ; nao ; coorfin ;04/10/2017;775;Dicas Economia agua - Agosto;pago;
14/09/2017;veiculacao;TV;normal;ago/17;Propeg;34038;Globo;5496;428.050,05;;67.586,85;1.013,80;3.379,34;423.656,90;928;27/11/2017; nao ; nao ; coorfin ;04/10/2017;776;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;TV;normal;ago/17;Propeg;34165;Viva ;90118993;18.234,30;;2.879,10;43,19;143,96;18.047,16;928;27/11/2017; nao ; nao ; coorfin ;04/10/2017;776;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;TV;normal;ago/17;Propeg;34047;Universal Channel;90118493;24.047,35;;3.796,95;56,95;189,85;23.800,55;928;27/11/2017; nao ; nao ; coorfin ;04/10/2017;776;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34175;Site oscabecasdanoticia.com;98;6.027,75;;951,75;14,28;47,59;5.965,89;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;TV;normal;ago/17;Propeg;34223;Brasil;2068;3.027,84;;478,08;7,17;23,9;2.996,76;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;TV;normal;ago/17;Propeg;34224;Boa Vontade;1500;12.864,43;;2.031,23;30,47;101,56;12.732,40;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;TV;normal;ago/17;Propeg;34229;Cancao Nova;630;12.639,04;;1.995,64;29,93;99,78;12.509,32;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;TV;normal;ago/17;Propeg;34230;Bras°lia;8828;17.792,59;;2.809,36;42,14;140,47;17.609,98;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34240;Site nabaladadf.com.br;31;6.156,00;;972;14,58;48,6;6.092,82;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34241;Site agendacapital.com.br;142;3.249,00;;513;7,7;25,65;3.215,66;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34291;Na Hora H;102164;30.761,87;;4.857,13;72,86;242,86;30.446,16;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34302;Site abcpolitiko.com.br;100;4.159,35;;656,74;9,85;32,84;4.116,66;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34303;Site bernadetealves.com.br;74;3.762,00;;594;8,91;29,7;3.723,39;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34304;Site fernandovasconcelos.com;186;3.697,88;;583,88;8,76;29,19;3.659,93;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;normal;ago/17;Propeg;34305;Site psafe.com;699;19.750,50;;3.118,50;46,78;155,93;19.547,80;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34171;Blog do Ata°de;128;7.335,90;;1.158,30;17,37;57,92;7.260,61;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34172;Site blogdofernandocorrea.com;185;2.679,00;;423;6,35;21,15;2.651,51;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34173;Site politicareal.com.br;163;4.809,38;;759,38;11,39;37,97;4.760,02;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34233;Site asvecom.com.br;259;7.335,90;;1.158,30;17,37;57,92;7.260,61;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;normal;ago/17;Propeg;34234;Site brasil247.com;1893;7.303,07;;1.153,12;17,3;57,66;7.228,12;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Internet;Alternativo;ago/17;Propeg;34237;Site doplenario.com.br;315;2.607,75;;411,75;6,18;20,59;2.580,99;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34277;de Bras°lia;102307;35.618,02;;5.623,90;84,36;281,2;35.252,47;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34278;de Bras°lia;102341;17.809,01;;2.811,95;42,18;140,6;17.626,23;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34280;Destak;3498;58.888,13;;9.298,13;139,47;464,91;58.283,75;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
26/09/2017;veiculacao;Jornal;normal;ago/17;Propeg;34289;Alì Bras°lia;2877;43.712,84;;6.902,02;103,53;345,1;43.264,21;929;27/11/2017; nao ; nao ; coorfin ;04/10/2017;777;Rumo Certo - Agosto;pago;
