Data;Servico;Midia;Tipo;competencia;Agencia;NF;Subcontratado;NF; Bruto PI ; Bruto PUP ; Comisao/B. Calculo ; IR ; ISS ; Liquido ;PP;Data Pagt;RPP;RPNP;local;Data;Relatorio;Campanha;situacao;
26/05/2017;veiculacao;Internet;Alternativo;abr/17;Propeg;30947;Blog do Callado;54;7.281,75;;1.149,75;17,25;57,49;7.207,01;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Internet;Alternativo;abr/17;Propeg;30945;Blog Edgar Lisboa;68;3.800,00;;600;9;30;3.761,00;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Propeg;30999;Bras°lia Super Radio;1847;6.110,40;;964,8;14,47;48,24;6.047,69;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Jornal;normal;abr/17;Propeg;30959;de Bras°lia;98853;36.665,61;;5.789,31;86,84;289,47;36.289,30;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Propeg;30775;Gànesis;1027;9.596,62;;1.515,26;22,73;75,76;9.498,13;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Propeg;30996;Jovem Pan Am;37;5.468,96;;863,52;12,95;43,18;5.412,83;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Propeg;30997;Jovem Pan Fm;1267;14.744,00;;2.328,00;34,92;116,4;14.592,68;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Jornal;normal;abr/17;Propeg;30956;Metro;82519;50.113,45;;7.912,65;118,69;395,63;49.599,13;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Jornal;normal;abr/17;Propeg;30957;Na Hora H;98710;31.666,64;;5.000,00;75;250;31.341,64;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Propeg;31000;Nova Brasil Fm;291;5.896,08;;930,96;13,96;46,55;5.835,57;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Internet;Alternativo;abr/17;Propeg;30946;Site agendacapital.com.br;113;3.534,00;;558;8,37;27,9;3.497,73;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Internet;normal;abr/17;Propeg;30943;Site brasil247.com;1755;4.414,30;;697;10,46;34,85;4.368,99;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Internet;Alternativo;abr/17;Propeg;30951;Site diaadiabrasil.com.br;207;4.750,00;;750;11,25;37,5;4.701,25;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Internet;Alternativo;abr/17;Propeg;30911;Site sonoticiaboa.com.br;35;3.952,00;;624;9,36;31,2;3.911,44;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Jornal;normal;abr/17;Propeg;30958;Correio Braziliense;68280;28.827,75;;4.551,75;68,28;227,59;28.531,88;133;07/07/2017; nao ; nao ; coorfin ;26/05/2017;109;Rumo Certo - agua;pago;
26/05/2017;producao;Landing Page;normal;mar/17;Propeg;31029;2 Mobile Marketing;253;17.890,00;;17.890,00;;894,5;16.995,50;134;07/07/2017; nao ; nao ; coorfin ;26/05/2017;110;Rumo Certo - agua;pago;
26/05/2017;producao;Lonas;normal;abr/17;Propeg;30932;CVE Comunicacao;132;28.333,00;;28.333,00;;1.416,65;26.916,35;134;07/07/2017; nao ; nao ; coorfin ;26/05/2017;110;Rumo Certo - agua;pago;
26/05/2017;producao;Lonas;normal;mar/17;Propeg;30933;CVE Comunicacao;131;6.498,00;;6.498,00;;324,9;6.173,10;134;07/07/2017; nao ; nao ; coorfin ;26/05/2017;110;Rumo Certo - agua;pago;
26/05/2017;producao;Adesivos;normal;abr/17;Propeg;30934;CVE Comunicacao;130;23.125,00;;23.125,00;;1.156,25;21.968,75;134;07/07/2017; nao ; nao ; coorfin ;26/05/2017;110;Rumo Certo - agua;pago;
26/05/2017;producao;cachà;normal;abr/17;Propeg;30935;Som e Letras;227;81.000,00;;81.000,00;1.215,00;;79.785,00;134;07/07/2017; nao ; nao ; coorfin ;26/05/2017;110;Rumo Certo - agua;pago;
26/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;30602;Folha de aguas Claras;475;7.410,00;;1.170,00;17,55;58,5;7.333,95;135;07/07/2017; nao ; nao ; coorfin ;26/05/2017;111;Rumo Certo - Educacao;pago;
26/05/2017;veiculacao;Radio;normal;mar/17;Propeg;30395;JF Promoá‰es/Atividade FM;81;1.982,86;;313,08;4,7;15,65;1.962,51;135;07/07/2017; nao ; nao ; coorfin ;26/05/2017;111;Rumo Certo - Educacao;pago;
26/05/2017;veiculacao;Radio;normal;mar/17;Propeg;30799;OK Fm;119;9.216,90;;1.455,30;21,83;72,77;9.122,30;135;07/07/2017; nao ; nao ; coorfin ;26/05/2017;111;Rumo Certo - Educacao;pago;
26/05/2017;veiculacao;Radio;normal;mar/17;Propeg;30517;Supra Fm;32/001;12.074,31;;1.906,47;28,6;95,32;11.950,39;135;07/07/2017; nao ; nao ; coorfin ;26/05/2017;111;Rumo Certo - Educacao;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Propeg;31039;A Folha da Samambaia;1752;7.410,00;;1.170,00;17,55;58,5;7.333,95;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;Internet;Alternativo;abr/17;Propeg;31032;Blog Edgar Lisboa;70;2.280,00;;360;5,4;18;2.256,60;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Propeg;31040;Bras°lia Capital;655;7.410,00;;1.170,00;17,55;58,5;7.333,95;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;Jornal;normal;abr/17;Propeg;31046;Destak;3359;48.307,07;;7.627,43;114,41;381,37;47.811,29;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Propeg;30774;Gànesis;1038;5.665,80;;894,6;13,42;44,73;5.607,65;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;Jornal;normal;abr/17;Propeg;31047;Metro;82936;51.969,28;;8.205,68;123,09;410,28;51.435,91;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Propeg;30856;Record;29139;133.400,03;;21.063,17;315,95;1.053,16;132.030,92;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Propeg;30989;Record;75/76;6.785,43;;1.071,38;16,07;53,57;6.715,79;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Propeg;30857;SBT;36304;119.790,63;;18.914,31;283,71;945,72;118.561,20;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;Internet;Alternativo;abr/17;Propeg;31090;Site abcpolitiko.com.br;92;2.159,87;;341,03;5,12;17,05;2.137,70;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;Internet;Alternativo;abr/17;Propeg;31033;Site futebolamadordf.com.br;41;952,85;;150,45;2,26;7,52;943,07;136;07/07/2017; nao ; nao ; coorfin ;26/05/2017;112;Crianáa Candanga;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;410;Clube Fm;24549;;8.109,01;1.280,37;19,21;64,02;8.025,78;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;409;Antena 1 Fm;6016;;8.005,27;1.263,99;18,96;63,2;7.923,11;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;384;Atividade Fm;1534;;8.728,12;1.378,12;20,67;68,91;8.638,54;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;376;Bandeirantes;26095;;8.718,15;1.376,55;20,65;68,83;8.628,67;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;370;Bras°lia;8558;;12.468,10;1.968,64;29,53;98,43;12.340,14;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;387;Boa Vontade;1656;;3.591,00;567;8,51;28,35;3.554,14;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;405;Bras°lia Super Radio;1849;;4.349,10;686,7;10,3;34,34;4.304,46;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;389;Bsb Condom°nios;54;;6.175,00;975;14,63;48,75;6.111,62;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;373;Correio de Santa Maria;218;;4.940,00;780;11,7;39;4.889,30;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;380;do Lago Norte;102;;6.175,00;975;14,63;48,75;6.111,62;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;395;dos Condom°nios;56;;6.175,00;975;14,63;48,75;6.111,62;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;406;Executiva Fm;557;;2.875,39;454,01;6,81;22,7;2.845,88;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;408;JK FM;112/001;;6.679,92;1.054,72;15,82;52,74;6.611,36;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;385;Jovem Pan Fm;1297;;8.063,12;1.273,12;19,1;63,66;7.980,36;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;372;Lago Not°cias;66;;6.175,00;975;14,63;48,75;6.111,62;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;normal;abr/17;Binder;403;Metro;82824;;50.113,45;7.912,65;118,69;395,63;49.599,13;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;417;NTA;463;;3.705,00;585;8,78;29,25;3.666,97;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;394;Not°cias de BrazlÉndia;90;;4.940,00;780;11,7;39;4.889,30;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;407;Nova Brasil Fm;310;;4.514,19;712,77;10,69;35,64;4.467,86;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;abr/17;Binder;404;Redentor Fm;151;;2.314,20;365,4;5,48;18,27;2.290,45;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;375;SBT;36306;;24.329,59;3.841,51;57,62;192,08;24.079,89;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Internet;normal;abr/17;Binder;391;Site brasil247.com;1770;;5.682,33;897,21;13,46;44,86;5.624,01;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;393;Sobradinho Hoje;151;;4.940,00;780;11,7;39;4.889,30;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;381;Sol Nascente Melhor;34;;3.705,00;585;8,78;29,25;3.666,97;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;Alternativo;abr/17;Binder;400;Tribuna de Samambaia;47;;4.940,00;780;11,7;39;4.889,30;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;normal;abr/17;Binder;411;Correio Braziliense;68612;;78.605,28;12.411,36;186,17;620,57;77.798,54;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Jornal;normal;abr/17;Binder;401;Aqui DF;68691;;28.827,75;4.551,75;68,28;227,59;28.531,88;168;17/07/2017; nao ; nao ; coorfin ;26/05/2017;113;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;Radio;normal;mar/17;Binder;379;Band News Fm;6410/1703;;7.806,15;1.232,55;18,49;61,63;7.726,03;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;TV;normal;mar/17;Binder;377;Bandeirantes;25970;;7.996,15;1.262,55;18,94;63,13;7.914,08;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Internet;Alternativo;fev/17;Binder;18377;Blog do Ata°de;103;;8.467,99;1.337,05;20,06;66,85;8.381,08;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Internet;Alternativo;fev/17;Binder;18365;Blog do Carlindo Medeiros;23;;4.059,82;641,02;9,62;32,05;4.018,15;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Internet;Alternativo;fev/17;Binder;18542;Blog do Edson Sombra;109;;10.345,50;1.633,50;24,5;81,68;10.239,32;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Jornal;Alternativo;mar/17;Binder;226;Bras°lia Agora;2632;;7.410,00;1.170,00;17,55;58,5;7.333,95;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Jornal;Alternativo;mar/17;Binder;321;Correio da Mulher;504;;4.940,00;780;11,7;39;4.889,30;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Radio;normal;fev/17;Binder;18155;Feliz Fm;1065;;6.070,50;958,5;14,38;47,93;6.008,19;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Internet;Alternativo;mar/17;Binder;18454;site dfaguasclaras.com.br;22;;1.368,00;216;3,24;10,8;1.353,96;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Internet;normal;fev/17;Binder;18483;Site metropoles.com;28;;12.264,88;1.936,56;29,05;96,83;12.139,00;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Internet;Alternativo;fev/17;Binder;18539;Site notibras.com;344;;5.709,19;901,45;13,52;45,07;5.650,60;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Internet;Alternativo;fev/17;Binder;18543;Site personamulher.com;10;;2.926,00;462;6,93;23,1;2.895,97;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Radio;normal;fev/17;Binder;18476;Verde Oliva Fm;262;;4.256,00;672;10,08;33,6;4.212,32;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;Internet;normal;fev/17;Binder;18243;Site correioweb.com.br;67396;;19.311,60;3.049,20;45,74;152,46;19.113,40;169;17/07/2017; nao ; nao ; coorfin ;26/05/2017;114;Uso Racional da agua 2;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;480;Globo News;19945;;11.577,41;1.828,01;27,42;91,4;11.458,59;170;17/07/2017; nao ; nao ; coorfin ;26/05/2017;115;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;486;GNT;90093668;;4.612,72;728,32;10,92;36,42;4.565,38;170;17/07/2017; nao ; nao ; coorfin ;26/05/2017;115;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;484;Multishow;90092977;;7.706,40;1.216,80;18,25;60,84;7.627,31;170;17/07/2017; nao ; nao ; coorfin ;26/05/2017;115;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;482;Sportv;90093464;;18.733,05;2.957,85;44,37;147,89;18.540,79;170;17/07/2017; nao ; nao ; coorfin ;26/05/2017;115;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;485;Viva;90093085;;7.207,65;1.138,05;17,07;56,9;7.133,68;170;17/07/2017; nao ; nao ; coorfin ;26/05/2017;115;Dicas Economia agua - Abril;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;481;Globo News;19184;;1.741,35;274,95;4,12;13,75;1.723,48;171;17/07/2017; nao ; nao ; coorfin ;26/05/2017;116;Uso Racional da agua 2 - Sustentacao;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;483;Sportv;90091387;;2.859,50;451,5;6,77;22,58;2.830,15;171;17/07/2017; nao ; nao ; coorfin ;26/05/2017;116;Uso Racional da agua 2 - Sustentacao;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;487;GNT;90091384;;581,4;91,8;1,38;4,59;575,43;171;17/07/2017; nao ; nao ; coorfin ;26/05/2017;116;Uso Racional da agua 2 - Sustentacao;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;488;Viva;90091385;;2.223,00;351;5,27;17,55;2.200,19;171;17/07/2017; nao ; nao ; coorfin ;26/05/2017;116;Uso Racional da agua 2 - Sustentacao;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Binder;489;Multishow;9001386;;592,8;93,6;1,4;4,68;586,72;171;17/07/2017; nao ; nao ; coorfin ;26/05/2017;116;Uso Racional da agua 2 - Sustentacao;pago;
26/05/2017;producao;Entrega Digital;normal;mar/17;Binder;68;Globo Comunicacao;136089;;230;230;3,45;11,5;215,05;172;17/07/2017; nao ; nao ; coorfin ;26/05/2017;117;Uso Racional da agua 2 - Sustentacao;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Propeg;31093;Multishow;90092978;5.928,00;;936;14,04;46,8;5.867,16;137;07/07/2017; nao ; nao ; coorfin ;26/05/2017;118;Crianáa Candanga;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Propeg;31269;Multishow;90091925;9.040,20;;1.427,40;21,41;71,37;8.947,42;139;07/07/2017; nao ; nao ; coorfin ;26/05/2017;119/A;Rumo Certo - agua;pago;
26/05/2017;veiculacao;TV;normal;abr/17;Propeg;31268;Viva;90091927;8.578,50;;1.354,50;20,32;67,73;8.490,45;139;07/07/2017; nao ; nao ; coorfin ;26/05/2017;119/A;Rumo Certo - agua;pago;
29/05/2017;veiculacao;Internet;Alternativo;mar/17;Desigual;1996;Site personamulher.com;13;;2.926,00;462;6,93;23,1;2.895,97;138;07/07/2017; nao ; nao ; coorfin ;29/05/2017;119;IPVA MARÄO;pago;
30/05/2017;producao;Banner;normal;abr/17;Propeg;31001;MP Letreiros;8343;162;;162;;8,1;153,9;140;07/07/2017; nao ; nao ; coorfin ;30/05/2017;120;Crianáa Candanga;pago;
30/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;31181;de aguas Claras;97;4.940,00;;780;11,7;39;4.889,30;141;07/07/2017; nao ; nao ; coorfin ;30/05/2017;121;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;31180;do Lago Norte;96;6.175,00;;975;14,63;48,75;6.111,62;141;07/07/2017; nao ; nao ; coorfin ;30/05/2017;121;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;31183;do TrÉnsito;95;3.705,00;;585;8,78;29,25;3.666,97;141;07/07/2017; nao ; nao ; coorfin ;30/05/2017;121;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;31182;Folha EvangÇlica;221;3.705,00;;585;8,78;29,25;3.666,97;141;07/07/2017; nao ; nao ; coorfin ;30/05/2017;121;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;30515;Gazeta de Taguatinga;87;6.175,00;;975;14,63;48,75;6.111,62;141;07/07/2017; nao ; nao ; coorfin ;30/05/2017;121;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Radio;normal;mar/17;Propeg;31139;Mix Fm;73001;6.922,08;;1.092,96;16,39;54,65;6.851,04;141;07/07/2017; nao ; nao ; coorfin ;30/05/2017;121;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;31184;SatÇlite;5;4.940,00;;780;11,7;39;4.889,30;141;07/07/2017; nao ; nao ; coorfin ;30/05/2017;121;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Jornal;Alternativo;fev/17;Propeg;31178;do TrÉnsito;90;;3.705,00;585;8,78;29,25;3.666,97;152;07/07/2017; nao ; nao ; coorfin ;30/05/2017;122;Uso Racional da agua;pago;
30/05/2017;veiculacao;Jornal;Alternativo;fev/17;Propeg;29865;Folha de Bras°lia;79;;3.705,00;585;8,78;29,25;3.666,97;152;07/07/2017; nao ; nao ; coorfin ;30/05/2017;122;Uso Racional da agua;pago;
30/05/2017;veiculacao;Jornal;Alternativo;fev/17;Propeg;30219;Folha Nacional de Cultura;177;;3.705,00;585;8,78;29,25;3.666,97;152;07/07/2017; nao ; nao ; coorfin ;30/05/2017;122;Uso Racional da agua;pago;
30/05/2017;veiculacao;Jornal;Alternativo;fev/17;Propeg;30217;Not°cias de BrazlÉndia;86;;4.940,00;780;11,7;39;4.889,30;152;07/07/2017; nao ; nao ; coorfin ;30/05/2017;122;Uso Racional da agua;pago;
30/05/2017;veiculacao;Jornal;Alternativo;fev/17;Propeg;31023;O Regional;53;;4.940,00;780;11,7;39;4.889,30;152;07/07/2017; nao ; nao ; coorfin ;30/05/2017;122;Uso Racional da agua;pago;
30/05/2017;veiculacao;Jornal;Alternativo;fev/17;Propeg;30960;SatÇlite Not°cias;51;;4.940,00;780;11,7;39;4.889,30;152;07/07/2017; nao ; nao ; coorfin ;30/05/2017;122;Uso Racional da agua;pago;
30/05/2017;veiculacao;Jornal;normal;fev/17;Propeg;31048;Correio Braziliense;66412;1.923,64;;303,74;4,56;15,19;1.903,89;142;07/07/2017; nao ; nao ; coorfin ;30/05/2017;123;Publicidade Legal;pago;
30/05/2017;veiculacao;Jornal;normal;fev/17;Propeg;31045;Correio Braziliense;66413;1.479,72;;233,64;3,5;11,68;1.464,54;142;07/07/2017; nao ; nao ; coorfin ;30/05/2017;123;Publicidade Legal;pago;
30/05/2017;veiculacao;Jornal;normal;fev/17;Propeg;31043;Correio Braziliense;66414;1.331,75;;210,28;3,15;10,51;1.318,09;142;07/07/2017; nao ; nao ; coorfin ;30/05/2017;123;Publicidade Legal;pago;
30/05/2017;veiculacao;Jornal;normal;fev/17;Propeg;31044;Correio Braziliense;66416;1.331,75;;210,28;3,15;10,51;1.318,08;142;07/07/2017; nao ; nao ; coorfin ;30/05/2017;123;Publicidade Legal;pago;
30/05/2017;veiculacao;Jornal;normal;fev/17;Propeg;31041;Correio Braziliense;66504;1.627,69;;257;3,86;12,85;1.610,98;142;07/07/2017; nao ; nao ; coorfin ;30/05/2017;123;Publicidade Legal;pago;
30/05/2017;veiculacao;Jornal;normal;fev/17;Propeg;31042;Correio Braziliense;66505;2.071,61;;327,1;4,91;16,36;2.050,34;142;07/07/2017; nao ; nao ; coorfin ;30/05/2017;123;Publicidade Legal;pago;
30/05/2017;veiculacao;Jornal;normal;fev/17;Propeg;31049;Correio Braziliense;66509;2.663,50;;420,56;6,31;21,03;2.636,16;142;07/07/2017; nao ; nao ; coorfin ;30/05/2017;123;Publicidade Legal;pago;
30/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;30343;Bras°lia Not°cias;112;4.940,00;;780;11,7;39;4.889,30;151;07/07/2017; nao ; nao ; coorfin ;30/05/2017;124;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;30605;Classificadao;141;3.705,00;;585;8,78;29,25;3.666,97;151;07/07/2017; nao ; nao ; coorfin ;30/05/2017;124;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Radio;normal;mar/17;Propeg;30979;Antena 1 Fm;5978;6.239,22;;985,14;14,78;49,26;6.175,18;151;07/07/2017; nao ; nao ; coorfin ;30/05/2017;124;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Jornal;Alternativo;mar/17;Propeg;30974;Aqui Tem;132;4.940,00;;780;11,7;39;4.889,30;151;07/07/2017; nao ; nao ; coorfin ;30/05/2017;124;Violància Contra a Mulher;pago;
30/05/2017;veiculacao;Radio;normal;mar/17;Propeg;30977;Band News Fm;6406/1703;4.731,00;;747;11,21;37,35;4.682,44;151;07/07/2017; nao ; nao ; coorfin ;30/05/2017;124;Violància Contra a Mulher;pago;
